TF_	TF_information	target	Target_info	interaction_type
CEBPA	TF	STAT3	Tar	Unknown
CEBPA	TF	TLR9	Tar	Unknown
CEBPA	TF	VLDLR	Tar	Unknown
CEBPB	TF	ABCB1	Tar	Activation
CEBPB	TF	ADM	Tar	Activation
CEBPB	TF	ADM	Tar	Unknown
CEBPB	TF	ALB	Tar	Unknown
CEBPB	TF	ASNS	Tar	Unknown
CEBPB	TF	BCL2L1	Tar	Unknown
CEBPB	TF	BTS1	Tar	Unknown
CEBPB	TF	CDKN1A	Tar	Activation
CEBPB	TF	CR2	Tar	Unknown
CEBPB	TF	CRP	Tar	Activation
CEBPB	TF	CSF3R	Tar	Activation
CEBPB	TF	CSH1	Tar	Unknown
CEBPB	TF	CSH2	Tar	Unknown
CEBPB	TF	CSRP1	Tar	Activation
CEBPB	TF	CXCL8	Tar	Activation
CEBPB	TF	CXCL8	Tar	Unknown
CEBPB	TF	CYP19A1	Tar	Repression
CEBPB	TF	CYP19A1	Tar	Unknown
CEBPB	TF	DAPK1	Tar	Unknown
CEBPB	TF	DDIT3	Tar	Unknown
CEBPB	TF	F8	Tar	Unknown
CEBPB	TF	FASLG	Tar	Unknown
CEBPB	TF	FURIN	Tar	Activation
CEBPB	TF	GADD45G	Tar	Unknown
CEBPB	TF	GDF15	Tar	Activation
CEBPB	TF	GFER	Tar	Repression
CEBPB	TF	GFER	Tar	Unknown
CEBPB	TF	GNLY	Tar	Unknown
CEBPB	TF	HBB	Tar	Unknown
CEBPB	TF	HP	Tar	Unknown
CEBPB	TF	HSF1	Tar	Unknown
CEBPB	TF	IL10	Tar	Unknown
CEBPB	TF	IL13	Tar	Unknown
CEBPB	TF	IL1B	Tar	Activation
CEBPB	TF	IL1B	Tar	Unknown
CEBPB	TF	IL24	Tar	Unknown
CEBPB	TF	IL3	Tar	Unknown
CEBPB	TF	IL4	Tar	Activation
CEBPB	TF	IL4	Tar	Unknown
CEBPB	TF	IL5	Tar	Unknown
CEBPB	TF	IL6	Tar	Activation
CEBPB	TF	IL6	Tar	Unknown
CEBPB	TF	INSR	Tar	Activation
CEBPB	TF	IRF4	Tar	Activation
CEBPB	TF	MAD1L1	Tar	Unknown
CEBPB	TF	MMP1	Tar	Unknown
CEBPB	TF	OXTR	Tar	Activation
CEBPB	TF	PCK2	Tar	Activation
CEBPB	TF	PLAC1	Tar	Unknown
CEBPB	TF	PRDM1	Tar	Activation
CEBPB	TF	PRL	Tar	Unknown
CEBPB	TF	PRSS50	Tar	Activation
CEBPB	TF	PTGS2	Tar	Activation
CEBPB	TF	PTGS2	Tar	Repression
CEBPB	TF	PTGS2	Tar	Unknown
CEBPB	TF	PTPN13	Tar	Unknown
CEBPB	TF	S100A9	Tar	Activation
CEBPB	TF	SAA1	Tar	Unknown
CEBPB	TF	SAA2	Tar	Activation
CEBPB	TF	SFTPD	Tar	Activation
CEBPB	TF	SLC10A1	Tar	Unknown
CEBPB	TF	SLC19A1	Tar	Activation
CEBPB	TF	SLC5A8	Tar	Activation
CEBPB	TF	STAR	Tar	Activation
CEBPB	TF	STAR	Tar	Unknown
CEBPB	TF	TFF3	Tar	Unknown
CEBPB	TF	TNF	Tar	Unknown
CEBPB	TF	TNFAIP6	Tar	Activation
CEBPB	TF	TNFAIP6	Tar	Unknown
CEBPB	TF	TOP1	Tar	Unknown
CEBPB	TF	XBP1	Tar	Activation
CEBPD	TF	C3	Tar	Unknown
CEBPD	TF	CASP8	Tar	Unknown
CEBPD	TF	CCL20	Tar	Activation
CEBPD	TF	CXCL1	Tar	Activation
CEBPD	TF	CYP19A1	Tar	Repression
CEBPD	TF	DDIT3	Tar	Activation
CEBPD	TF	DDIT3	Tar	Repression
CEBPD	TF	GADD45G	Tar	Unknown
CEBPD	TF	GAPDH	Tar	Unknown
CEBPD	TF	IL23A	Tar	Activation
CEBPD	TF	PDGFRA	Tar	Unknown
CEBPD	TF	POU5F1	Tar	Activation
CEBPD	TF	PPARG	Tar	Activation
CEBPD	TF	PRL	Tar	Unknown
CEBPD	TF	PTGS2	Tar	Unknown
CEBPD	TF	SOD1	Tar	Activation
CEBPD	TF	TNF	Tar	Unknown
CEBPD	TF	TNFAIP6	Tar	Activation
CEBPE	TF	CTSG	Tar	Unknown
CEBPE	TF	GATA1	Tar	Repression
CEBPE	TF	LTF	Tar	Unknown
CEBPE	TF	MMP2	Tar	Unknown
CEBPE	TF	MYC	Tar	Repression
CEBPE	TF	PRG2	Tar	Repression
CEBPE	TF	SPI1	Tar	Repression
CEBPG	TF	HBB	Tar	Unknown
CEBPG	TF	SFTPD	Tar	Activation
CEBPZ	TF	APC	Tar	Activation
CEBPZ	TF	COL11A1	Tar	Repression
CEBPZ	TF	COL1A2	Tar	Unknown
CEBPZ	TF	GZMB	Tar	Unknown
CEBPZ	TF	MLH1	Tar	Repression
CEBPZ	TF	SOX9	Tar	Unknown
CHD4	TF	CD79A	Tar	Repression
CHD4	TF	RNF8	Tar	Unknown
CHD8	TF	BRCA1	Tar	Unknown
CHD8	TF	CCNE2	Tar	Activation
CHD8	TF	HOXA2	Tar	Unknown
CHD8	TF	MYC	Tar	Unknown
CHD8	TF	TYMS	Tar	Unknown
CIITA	TF	COL1A1	Tar	Repression
CIITA	TF	COL1A2	Tar	Repression
CIITA	TF	COL1A2	Tar	Unknown
CIITA	TF	CREBBP	Tar	Unknown
CIITA	TF	FASLG	Tar	Unknown
CIITA	TF	HLA-A	Tar	Activation
CIITA	TF	HLA-B	Tar	Activation
CIITA	TF	HLA-C	Tar	Activation
CIITA	TF	HLA-DMA	Tar	Activation
CIITA	TF	HLA-DMA	Tar	Unknown
CIITA	TF	HLA-DMB	Tar	Activation
CIITA	TF	HLA-DMB	Tar	Unknown
CIITA	TF	HLA-DOA	Tar	Activation
CIITA	TF	HLA-DOB	Tar	Activation
CIITA	TF	HLA-DPB1	Tar	Unknown
CIITA	TF	HLA-DQB1	Tar	Unknown
CIITA	TF	HLA-DRA	Tar	Activation
CIITA	TF	HLA-DRA	Tar	Unknown
CIITA	TF	HLA-DRB1	Tar	Unknown
CIITA	TF	HLA-DRB3	Tar	Unknown
CIITA	TF	HLA-DRB4	Tar	Unknown
CIITA	TF	HLA-DRB5	Tar	Unknown
CIITA	TF	HLA-F	Tar	Unknown
CIITA	TF	HLA-G	Tar	Unknown
CIITA	TF	IL4	Tar	Activation
CIITA	TF	IL4	Tar	Repression
CIITA	TF	IRF1	Tar	Unknown
CIITA	TF	IRF2	Tar	Unknown
CIITA	TF	MMP9	Tar	Repression
CIITA	TF	PLXNA1	Tar	Unknown
CIITA	TF	PSMC5	Tar	Activation
CIITA	TF	RAB4B	Tar	Unknown
CIITA	TF	S100A4	Tar	Repression
CIITA	TF	SIRT1	Tar	Repression
CIITA	TF	SLC26A3	Tar	Unknown
CIITA	TF	STAT1	Tar	Unknown
CITED2	TF	MMP1	Tar	Repression
CITED2	TF	MMP13	Tar	Repression
CLOCK	TF	BHLHE40	Tar	Activation
CLOCK	TF	BHLHE41	Tar	Activation
CLOCK	TF	CRY1	Tar	Activation
CLOCK	TF	CRY1	Tar	Unknown
CLOCK	TF	CRY2	Tar	Activation
CLOCK	TF	CRY2	Tar	Unknown
CLOCK	TF	DEC1	Tar	Activation
CLOCK	TF	KAT5	Tar	Unknown
CLOCK	TF	NAMPT	Tar	Activation
CLOCK	TF	NR0B2	Tar	Activation
CLOCK	TF	NR3C1	Tar	Repression
CLOCK	TF	PER1	Tar	Activation
CLOCK	TF	PER1	Tar	Unknown
CLOCK	TF	PER2	Tar	Activation
CLOCK	TF	PER2	Tar	Unknown
CLOCK	TF	PER3	Tar	Activation
CLOCK	TF	STAR	Tar	Activation
CLOCK	TF	TPO	Tar	Unknown
CNBP	TF	MYC	Tar	Unknown
CNOT7	TF	MSMB	Tar	Unknown
CNOT7	TF	PMP22	Tar	Unknown
CNOT8	TF	MSMB	Tar	Unknown
CNOT8	TF	PMP22	Tar	Unknown
COPS5	TF	CDKN1B	Tar	Repression
COPS5	TF	VEGFA	Tar	Activation
CRABP2	TF	RARA	Tar	Activation
CREB1	TF	ACACA	Tar	Activation
CREB1	TF	ADRA1A	Tar	Unknown
CREB1	TF	AQP3	Tar	Unknown
CREB1	TF	AR	Tar	Unknown
CREB1	TF	BCL2	Tar	Activation
CREB1	TF	BCL2	Tar	Unknown
CREB1	TF	BCL2L11	Tar	Unknown
CREB1	TF	BDKRB1	Tar	Unknown
CREB1	TF	BDKRB2	Tar	Unknown
CREB1	TF	BDNF	Tar	Activation
CREB1	TF	CASP8	Tar	Activation
CREB1	TF	CCK	Tar	Unknown
CREB1	TF	CCL5	Tar	Unknown
CREB1	TF	CD4	Tar	Unknown
CREB1	TF	CGA	Tar	Unknown
CREB1	TF	CRTC1	Tar	Unknown
CREB1	TF	CXCR4	Tar	Unknown
CREB1	TF	CYP11A1	Tar	Unknown
CREB1	TF	CYP11B1	Tar	Unknown
CREB1	TF	CYP11B2	Tar	Unknown
CREB1	TF	CYP17A1	Tar	Unknown
CREB1	TF	CYP19A1	Tar	Activation
CREB1	TF	ERBB2	Tar	Unknown
CREB1	TF	ETV3	Tar	Activation
CREB1	TF	FLT1	Tar	Unknown
CREB1	TF	FOS	Tar	Unknown
CREB1	TF	FOXA1	Tar	Unknown
CREB1	TF	GABPA	Tar	Unknown
CREB1	TF	GRPR	Tar	Activation
CREB1	TF	GSK3A	Tar	Unknown
CREB1	TF	GSK3B	Tar	Unknown
CREB1	TF	HLA-DOB	Tar	Unknown
CREB1	TF	HLA-DQB1	Tar	Unknown
CREB1	TF	HMOX1	Tar	Repression
CREB1	TF	HPGD	Tar	Unknown
CREB1	TF	IFNG	Tar	Activation
CREB1	TF	IFNG	Tar	Repression
CREB1	TF	IFNG	Tar	Unknown
CREB1	TF	IL10	Tar	Activation
CREB1	TF	IL10	Tar	Unknown
CREB1	TF	IL2	Tar	Unknown
CREB1	TF	IL5RA	Tar	Unknown
CREB1	TF	IL6	Tar	Activation
CREB1	TF	JUN	Tar	Repression
CREB1	TF	JUN	Tar	Unknown
CREB1	TF	LAPTM4B	Tar	Unknown
CREB1	TF	LYL1	Tar	Activation
CREB1	TF	MC2R	Tar	Activation
CREB1	TF	MITF	Tar	Activation
CREB1	TF	MMP2	Tar	Unknown
CREB1	TF	MSMB	Tar	Unknown
CREB1	TF	MUC4	Tar	Activation
CREB1	TF	MUC4	Tar	Unknown
CREB1	TF	MUC5AC	Tar	Activation
CREB1	TF	NDC80	Tar	Activation
CREB1	TF	NF1	Tar	Unknown
CREB1	TF	NMNAT2	Tar	Unknown
CREB1	TF	NOLC1	Tar	Activation
CREB1	TF	NPY	Tar	Unknown
CREB1	TF	NR2F1	Tar	Repression
CREB1	TF	NR2F6	Tar	Repression
CREB1	TF	NR4A3	Tar	Unknown
CREB1	TF	NR5A2	Tar	Activation
CREB1	TF	NRF1	Tar	Unknown
CREB1	TF	NTS	Tar	Unknown
CREB1	TF	ODC1	Tar	Unknown
CREB1	TF	PCSK1	Tar	Activation
CREB1	TF	PLAT	Tar	Repression
CREB1	TF	PLAU	Tar	Unknown
CREB1	TF	POLD2	Tar	Unknown
CREB1	TF	PPM1D	Tar	Unknown
CREB1	TF	PPP2CA	Tar	Activation
CREB1	TF	PPP2R2B	Tar	Activation
CREB1	TF	PRL	Tar	Unknown
CREB1	TF	PSEN1	Tar	Activation
CREB1	TF	PTGES	Tar	Unknown
CREB1	TF	PTGS2	Tar	Activation
CREB1	TF	RP1	Tar	Unknown
CREB1	TF	RRM2B	Tar	Unknown
CREB1	TF	SLC19A1	Tar	Unknown
CREB1	TF	SLC20A1	Tar	Activation
CREB1	TF	SLC22A8	Tar	Unknown
CREB1	TF	SLC39A1	Tar	Unknown
CREB1	TF	SMAD6	Tar	Activation
CREB1	TF	SNAI1	Tar	Repression
CREB1	TF	SNAI2	Tar	Repression
CREB1	TF	SOX9	Tar	Unknown
CREB1	TF	SPRY2	Tar	Unknown
CREB1	TF	STMN1	Tar	Unknown
CREB1	TF	TH	Tar	Unknown
CREB1	TF	TLR9	Tar	Unknown
CREB1	TF	TRH	Tar	Unknown
CREB1	TF	UXT	Tar	Activation
CREB1	TF	VIP	Tar	Unknown
CREB1	TF	XPC	Tar	Unknown
CREB3	TF	CXCR4	Tar	Activation
CREB3L1	TF	SLC1A4	Tar	Repression
CREB3L4	TF	DNAJC12	Tar	Unknown
CREB5	TF	ATP6V0E1	Tar	Activation
CREB5	TF	CFB	Tar	Activation
CREB5	TF	DGKG	Tar	Activation
CREB5	TF	DGKG	Tar	Repression
CREB5	TF	LGALS3BP	Tar	Repression
CREB5	TF	LY96	Tar	Repression
CREB5	TF	MAPKAPK3	Tar	Activation
CREB5	TF	MX1	Tar	Activation
CREB5	TF	RASGRP3	Tar	Repression
CREB5	TF	RDX	Tar	Repression
CREB5	TF	STAT1	Tar	Repression
CREB5	TF	TGFBR3	Tar	Activation
CREB5	TF	TNFRSF11B	Tar	Repression
CREBBP	TF	ALOX15	Tar	Activation
CREBBP	TF	BRCA1	Tar	Unknown
CREBBP	TF	CCK	Tar	Unknown
CREBBP	TF	CDKN1A	Tar	Activation
CREBBP	TF	CREB1	Tar	Activation
CREBBP	TF	CSF2	Tar	Unknown
CREBBP	TF	EGFR	Tar	Unknown
CREBBP	TF	EP300	Tar	Unknown
CREBBP	TF	EZH2	Tar	Unknown
CREBBP	TF	HINFP	Tar	Activation
CREBBP	TF	HOXA10	Tar	Activation
CREBBP	TF	HOXA9	Tar	Activation
CREBBP	TF	IL4	Tar	Activation
CREBBP	TF	INSM1	Tar	Activation
CREBBP	TF	IRF1	Tar	Activation
CREBBP	TF	PCK2	Tar	Unknown
CREBBP	TF	PPARA	Tar	Unknown
CREBBP	TF	PSMC5	Tar	Activation
CREBBP	TF	PTGS2	Tar	Unknown
CREBBP	TF	RAD51	Tar	Unknown
CREBBP	TF	RARA	Tar	Unknown
CREBBP	TF	RS1	Tar	Unknown
CREBBP	TF	S100A4	Tar	Unknown
CREBBP	TF	TP53	Tar	Unknown
CREBBP	TF	TRIM22	Tar	Unknown
CREG1	TF	HSPA4	Tar	Repression
CREM	TF	ACE	Tar	Activation
CREM	TF	ACR	Tar	Unknown
CREM	TF	FHL5	Tar	Unknown
CREM	TF	CCL4	Tar	Repression
CREM	TF	CCNA1	Tar	Unknown
CREM	TF	CCNA2	Tar	Repression
CREM	TF	CD247	Tar	Repression
CREM	TF	CREB1	Tar	Repression
CREM	TF	DUSP1	Tar	Repression
CREM	TF	DUSP4	Tar	Repression
CREM	TF	FASLG	Tar	Repression
CREM	TF	FOS	Tar	Repression
CREM	TF	G6PD	Tar	Repression
CREM	TF	GPX4	Tar	Unknown
CREM	TF	IL2	Tar	Repression
CREM	TF	IL2	Tar	Unknown
CREM	TF	IL5RA	Tar	Unknown
CREM	TF	LDHC	Tar	Unknown
CREM	TF	MC2R	Tar	Activation
CREM	TF	MC2R	Tar	Repression
CREM	TF	PLAT	Tar	Unknown
CREM	TF	SLC5A5	Tar	Activation
CREM	TF	SLC5A5	Tar	Repression
CREM	TF	STAR	Tar	Unknown
CREM	TF	TAF4	Tar	Unknown
CREM	TF	TBP	Tar	Unknown
CREM	TF	TH	Tar	Unknown
CREM	TF	ZAP70	Tar	Unknown
CREB1	TF	IBSP	Tar	Unknown
CRTC1	TF	PPARGC1A	Tar	Activation
CRX	TF	BEST1	Tar	Activation
CRX	TF	NR2E3	Tar	Activation
CRX	TF	RBP3	Tar	Activation
CRX	TF	RBP3	Tar	Repression
CRX	TF	RBP3	Tar	Unknown
CRX	TF	RHO	Tar	Repression
CRX	TF	RS1	Tar	Activation
CTBP1	TF	BRCA1	Tar	Repression
CTBP1	TF	BRCA2	Tar	Repression
CTBP1	TF	CLDN7	Tar	Repression
CTBP1	TF	KRT18	Tar	Unknown
CTCF	TF	ANG	Tar	Unknown
CTCF	TF	APP	Tar	Activation
CTCF	TF	APP	Tar	Repression
CTCF	TF	ASAP2	Tar	Unknown
CTCF	TF	ATXN7	Tar	Unknown
CTCF	TF	BBC3	Tar	Unknown
CTCF	TF	BCL6	Tar	Repression
CTCF	TF	BRCA1	Tar	Unknown
CTCF	TF	CCND1	Tar	Unknown
CTCF	TF	CELSR3	Tar	Unknown
CTCF	TF	CSF2	Tar	Unknown
CTCF	TF	DMPK	Tar	Unknown
CTCF	TF	ETNK2	Tar	Unknown
CTCF	TF	H19	Tar	Unknown
CTCF	TF	PBXIP1	Tar	Unknown
CTCF	TF	IGF2	Tar	Unknown
CTCF	TF	IPO13	Tar	Unknown
CTCF	TF	IRAK2	Tar	Unknown
CTCF	TF	MEG3	Tar	Unknown
CTCF	TF	MYC	Tar	Activation
CTCF	TF	MYC	Tar	Repression
CTCF	TF	MYC	Tar	Unknown
CTCF	TF	NANOG	Tar	Unknown
CTCF	TF	NF1	Tar	Unknown
CTCF	TF	PAX6	Tar	Activation
CTCF	TF	PAX6	Tar	Repression
CTCF	TF	PAX6	Tar	Unknown
CTCF	TF	PBXIP1	Tar	Unknown
CTCF	TF	PTPRG	Tar	Unknown
CTCF	TF	RAD21	Tar	Unknown
CTCF	TF	RARRES1	Tar	Activation
CTCF	TF	RBL2	Tar	Unknown
CTCF	TF	SIX5	Tar	Unknown
CTCF	TF	SLC6A4	Tar	Unknown
CTCF	TF	TERT	Tar	Repression
CTCF	TF	WT1	Tar	Unknown
CTCFL	TF	BAG1	Tar	Activation
CTNNB1	TF	AR	Tar	Unknown
CTNNB1	TF	BIRC5	Tar	Unknown
CTNNB1	TF	CCND1	Tar	Activation
CTNNB1	TF	CCND1	Tar	Repression
CTNNB1	TF	CCND1	Tar	Unknown
CTNNB1	TF	CD44	Tar	Unknown
CTNNB1	TF	CHGA	Tar	Unknown
CTNNB1	TF	CLDN2	Tar	Activation
CTNNB1	TF	FST	Tar	Unknown
CTNNB1	TF	GLCE	Tar	Unknown
CTNNB1	TF	GLI2	Tar	Unknown
CTNNB1	TF	JUN	Tar	Activation
CTNNB1	TF	JUN	Tar	Unknown
CTNNB1	TF	MMP14	Tar	Activation
CTNNB1	TF	MMP7	Tar	Activation
CTNNB1	TF	MYC	Tar	Activation
CTNNB1	TF	MYC	Tar	Unknown
CTNNB1	TF	NCOA2	Tar	Unknown
CTNNB1	TF	NRCAM	Tar	Unknown
CTNNB1	TF	PLD1	Tar	Activation
CTNNB1	TF	PPARD	Tar	Unknown
CTNNB1	TF	PTGS2	Tar	Unknown
CTNNB1	TF	RB1	Tar	Repression
CTNNB1	TF	STARD7	Tar	Activation
CTNNB1	TF	TCF7	Tar	Unknown
CTNNB1	TF	VIM	Tar	Activation
CTNNBIP1	TF	GLI2	Tar	Unknown
CTNNBIP1	TF	MMP14	Tar	Unknown
CTNNBIP1	TF	STMN2	Tar	Unknown
CUX1	TF	CDKN1B	Tar	Unknown
CUX1	TF	CFTR	Tar	Unknown
CUX1	TF	CR2	Tar	Unknown
CUX1	TF	CYBB	Tar	Activation
CUX1	TF	ECT2	Tar	Unknown
CUX1	TF	FTO	Tar	Unknown
CUX1	TF	RACGAP1	Tar	Unknown
CUX1	TF	WNT5A	Tar	Activation
DACH1	TF	FOS	Tar	Repression
DACH1	TF	PELP1	Tar	Unknown
DACH1	TF	TNFSF11	Tar	Repression
DAXX	TF	AIRE	Tar	Repression
DBP	TF	ACKR1	Tar	Unknown
DBP	TF	ALDOB	Tar	Activation
DBP	TF	CYP3A4	Tar	Activation
DBP	TF	CYP7A1	Tar	Activation
DDB1	TF	CDKN2A	Tar	Unknown
DDB2	TF	BCL2	Tar	Repression
DDB2	TF	SOD2	Tar	Repression
DDB2	TF	XPA	Tar	Unknown
DDIT3	TF	ANKRD1	Tar	Repression
DDIT3	TF	ASNS	Tar	Repression
DDIT3	TF	ATF2	Tar	Repression
DDIT3	TF	ATF5	Tar	Repression
DDIT3	TF	ATG5	Tar	Activation
DDIT3	TF	CDK2	Tar	Unknown
DDIT3	TF	CEBPA	Tar	Repression
DDIT3	TF	CXCL8	Tar	Unknown
DDIT3	TF	IL6	Tar	Activation
DDIT3	TF	MAP1LC3B	Tar	Activation
DDIT3	TF	MCL1	Tar	Unknown
DDIT3	TF	NOS3	Tar	Repression
DDIT3	TF	RTN3	Tar	Activation
DDIT3	TF	SIRT1	Tar	Repression
DDIT3	TF	SIRT2	Tar	Repression
DDIT3	TF	TF	Tar	Unknown
DDIT3	TF	TNFRSF10B	Tar	Activation
DDIT3	TF	TNFRSF10B	Tar	Repression
DDIT3	TF	TNFRSF10B	Tar	Unknown
DDIT3	TF	TRIB3	Tar	Activation
DDX5	TF	H19	Tar	Unknown
DDX5	TF	IGF2	Tar	Unknown
DEAF1	TF	GDF5	Tar	Unknown
DEAF1	TF	HTR1A	Tar	Repression
DEDD	TF	CFLAR	Tar	Unknown
DEDD	TF	FADD	Tar	Unknown
DEK	TF	BCL2	Tar	Activation
DEK	TF	BIRC3	Tar	Unknown
DEK	TF	CXCL8	Tar	Unknown
DEK	TF	HLA-DQB1	Tar	Unknown
DEK	TF	PRDX5	Tar	Repression
DENND4A	TF	ERBB2	Tar	Repression
DLX3	TF	CGA	Tar	Activation
DLX4	TF	BRCA1	Tar	Repression
DLX5	TF	IBSP	Tar	Activation
DLX5	TF	IBSP	Tar	Unknown
DLX5	TF	IGFBP3	Tar	Unknown
DLX5	TF	IRS2	Tar	Activation
DLX5	TF	MYC	Tar	Activation
DMAP1	TF	ATM	Tar	Unknown
DMAP1	TF	BAX	Tar	Unknown
DMAP1	TF	CDKN1A	Tar	Unknown
DMAP1	TF	DNMT1	Tar	Unknown
DNMT1	TF	BAG1	Tar	Unknown
DNMT1	TF	BIRC5	Tar	Repression
DNMT1	TF	BMP2	Tar	Repression
DNMT1	TF	CASP8	Tar	Repression
DNMT1	TF	CDH1	Tar	Repression
DNMT1	TF	CDH1	Tar	Unknown
DNMT1	TF	CDKN2A	Tar	Repression
DNMT1	TF	CDKN2A	Tar	Unknown
DNMT1	TF	CDKN2B	Tar	Unknown
DNMT1	TF	CXCR4	Tar	Repression
DNMT1	TF	EPCAM	Tar	Unknown
DNMT1	TF	ESR1	Tar	Unknown
DNMT1	TF	GAD1	Tar	Repression
DNMT1	TF	HDAC1	Tar	Unknown
DNMT1	TF	IL3	Tar	Repression
DNMT1	TF	IL32	Tar	Repression
DNMT1	TF	KIR2DL3	Tar	Unknown
DNMT1	TF	MBD2	Tar	Repression
DNMT1	TF	MGMT	Tar	Unknown
DNMT1	TF	MSH2	Tar	Activation
DNMT1	TF	PROM1	Tar	Unknown
DNMT1	TF	RASSF1	Tar	Unknown
DNMT1	TF	RB1	Tar	Repression
DNMT1	TF	RELN	Tar	Repression
DNMT1	TF	RGS10	Tar	Unknown
DNMT1	TF	RUNX3	Tar	Unknown
DNMT1	TF	SFRP1	Tar	Unknown
DNMT1	TF	SFRP5	Tar	Unknown
DNMT1	TF	TERT	Tar	Activation
DNMT1	TF	TIMP3	Tar	Repression
DNMT1	TF	TNFRSF10B	Tar	Repression
DNMT1	TF	TP53	Tar	Unknown
DNMT1	TF	VEGFA	Tar	Activation
DNMT3A	TF	CDH6	Tar	Repression
DNMT3A	TF	CDKN1A	Tar	Unknown
DNMT3A	TF	CDKN2A	Tar	Unknown
DNMT3A	TF	IGFBP3	Tar	Repression
DNMT3A	TF	JUP	Tar	Unknown
DNMT3A	TF	POU5F1	Tar	Unknown
DNMT3A	TF	SETDB1	Tar	Unknown
DNMT3A	TF	SFRP1	Tar	Unknown
DNMT3A	TF	SFRP5	Tar	Unknown
DNMT3L	TF	TDG	Tar	Repression
DR1	TF	NR1I2	Tar	Activation
DR1	TF	NR2C2	Tar	Unknown
DR1	TF	PTGS2	Tar	Activation
DR1	TF	TBP	Tar	Repression
DR1	TF	TBP	Tar	Unknown
DRAP1	TF	TBP	Tar	Unknown
DUX4	TF	HEY1	Tar	Activation
E2F1	TF	ABCB1	Tar	Activation
E2F1	TF	APAF1	Tar	Activation
E2F1	TF	APAF1	Tar	Unknown
E2F1	TF	AR	Tar	Activation
E2F1	TF	AR	Tar	Unknown
E2F1	TF	ASF1B	Tar	Activation
E2F1	TF	ATAD2	Tar	Unknown
E2F1	TF	ATG5	Tar	Activation
E2F1	TF	ATM	Tar	Activation
E2F1	TF	ATM	Tar	Unknown
E2F1	TF	AURKA	Tar	Activation
E2F1	TF	AURKB	Tar	Unknown
E2F1	TF	BBC3	Tar	Activation
E2F1	TF	BCL2	Tar	Activation
E2F1	TF	BIRC5	Tar	Activation
E2F1	TF	BIRC5	Tar	Repression
E2F1	TF	BIRC5	Tar	Unknown
E2F1	TF	BMI1	Tar	Unknown
E2F1	TF	BRCA1	Tar	Repression
E2F1	TF	BRCA1	Tar	Unknown
E2F1	TF	CASP7	Tar	Activation
E2F1	TF	CCL3	Tar	Unknown
E2F1	TF	CCNB1	Tar	Unknown
E2F1	TF	CCND1	Tar	Activation
E2F1	TF	CCND1	Tar	Unknown
E2F1	TF	CCNE1	Tar	Activation
E2F1	TF	CD2AP	Tar	Activation
E2F1	TF	CDAN1	Tar	Unknown
E2F1	TF	CDC6	Tar	Unknown
E2F1	TF	CDCA7	Tar	Activation
E2F1	TF	CDK1	Tar	Activation
E2F1	TF	CDKN1A	Tar	Activation
E2F1	TF	CDKN1A	Tar	Unknown
E2F1	TF	CDKN1C	Tar	Unknown
E2F1	TF	CDKN2A	Tar	Activation
E2F1	TF	CHEK1	Tar	Unknown
E2F1	TF	CHEK2	Tar	Activation
E2F1	TF	CREBBP	Tar	Unknown
E2F1	TF	CTNNBIP1	Tar	Activation
E2F1	TF	CTSV	Tar	Unknown
E2F1	TF	CUX1	Tar	Unknown
E2F1	TF	DAPK2	Tar	Activation
E2F1	TF	DBF4	Tar	Activation
E2F1	TF	DDIT3	Tar	Unknown
E2F1	TF	DHFR	Tar	Activation
E2F1	TF	DIRAS3	Tar	Repression
E2F1	TF	DNMT1	Tar	Repression
E2F1	TF	DOK1	Tar	Unknown
E2F1	TF	DRAM1	Tar	Activation
E2F1	TF	DROSHA	Tar	Activation
E2F1	TF	DUSP1	Tar	Activation
E2F1	TF	E2F1	Tar	Unknown
E2F1	TF	E2F6	Tar	Activation
E2F1	TF	ECT2	Tar	Unknown
E2F1	TF	ERCC1	Tar	Activation
E2F1	TF	ERCC5	Tar	Activation
E2F1	TF	ERICD	Tar	Repression
E2F1	TF	ETV4	Tar	Activation
E2F1	TF	FANCA	Tar	Activation
E2F1	TF	FGFR1	Tar	Activation
E2F1	TF	FHIT	Tar	Repression
E2F1	TF	FLT1	Tar	Unknown
E2F1	TF	FMN2	Tar	Unknown
E2F1	TF	FOXM1	Tar	Activation
E2F1	TF	FSHR	Tar	Unknown
E2F1	TF	FZD1	Tar	Activation
E2F1	TF	FZD1	Tar	Unknown
E2F1	TF	GINS3	Tar	Unknown
E2F1	TF	H19	Tar	Activation
E2F1	TF	HIC1	Tar	Activation
E2F1	TF	HMGA1	Tar	Activation
E2F1	TF	HSPA5	Tar	Repression
E2F1	TF	IL1B	Tar	Unknown
E2F1	TF	IL23A	Tar	Unknown
E2F1	TF	IRF3	Tar	Repression
E2F1	TF	ISYNA1	Tar	Activation
E2F1	TF	KDR	Tar	Unknown
E2F1	TF	KIF2C	Tar	Activation
E2F1	TF	KIF2C	Tar	Repression
E2F1	TF	KIR3DL1	Tar	Activation
E2F1	TF	LRBA	Tar	Activation
E2F1	TF	MAP1LC3A	Tar	Activation
E2F1	TF	MAP3K5	Tar	Activation
E2F1	TF	MAP3K5	Tar	Unknown
E2F1	TF	MAPK8	Tar	Unknown
E2F1	TF	MCL1	Tar	Repression
E2F1	TF	MCM5	Tar	Unknown
E2F1	TF	MCM8	Tar	Unknown
E2F1	TF	MCPH1	Tar	Activation
